 -1.2557813946374820e+004	  4.1237913976843120e+002	  4.7899700000000000e-001	  8.6206897000000000e+001	  0.0000000000000000e+000	  0.0000000000000000e+000	  8.6206897000000000e+001	  0.0000000000000000e+000	  1.1000000000000000e-004	
 -1.2585510584227950e+004	  4.3249624271915120e+002	  4.4450000000000000e-002	  5.3897745000000000e+001	  2.5160000000000000e-003	 -4.7500000000000000e-004	  5.3898306000000000e+001	 -5.3700000000000000e-004	  1.0200000000000000e-004	
 -1.1573074982000000e+004	  4.5806816200000000e+002	  2.5862000000000000e-002	  7.3279956000000000e+001	 -4.9787400000000000e-001	 -2.8950000000000000e-003	  6.1069170000000000e+001	  3.4105000000000000e-002	  1.3600000000000000e-004	
 -1.0584074253000000e+004	  4.6638220000000000e+002	  1.3060000000000000e-002	  7.4618058000000000e+001	 -7.6679900000000000e-001	 -2.6370000000000000e-003	  6.9279965000000000e+001	  3.5261000000000000e-002	  1.3400000000000000e-004	
 -1.0582005957000000e+004	  4.6020404300000000e+002	 -2.4527900000000000e-001	  4.6075764000000000e+001	  3.9427700000000000e-001	 -4.9030000000000000e-003	  4.3630282000000000e+001	  1.2325000000000000e-002	  9.7000000000000000e-005	
 -9.6259733470000000e+003	  1.9990631100000000e+002	 -2.5845200000000000e-001	  7.2740261000000000e+001	 -8.9155800000000000e-001	 -3.1150000000000000e-003	  6.1997922000000000e+001	  3.5457000000000000e-002	  1.3300000000000000e-004	
 -9.1158863770000000e+003	  1.6997390600000000e+002	  2.1280000000000000e-003	  5.8757615000000000e+001	 -1.4495000000000000e-001	  1.5110000000000000e-003	  5.5636522000000000e+001	  3.0874000000000000e-002	  1.0800000000000000e-004	
 -8.1288415010000000e+003	  1.5081924100000000e+002	 -1.2438000000000000e-002	  7.3624878000000000e+001	 -5.6257200000000000e-001	 -2.7190000000000000e-003	  6.7303685000000000e+001	  3.4832000000000000e-002	  1.3200000000000000e-004	
 -7.1153799875290350e+003	  1.2029736983376870e+002	 -2.7302000000000000e-002	  7.4653226000000000e+001	 -6.6060500000000000e-001	 -2.4440000000000000e-003	  6.9567870000000000e+001	  3.3851000000000000e-002	  1.3400000000000000e-004	
 -6.1727749297218730e+003	  8.3038390949113890e+001	 -3.7016000000000000e-002	  7.4668145000000000e+001	 -5.4754499999999990e-001	 -1.6330000000000000e-003	  7.0311661000000000e+001	  3.5054000000000000e-002	  1.3500000000000000e-004	
 -5.1633616791202580e+003	  3.6818444797279900e+001	 -4.4736000000000000e-002	  7.4646413000000000e+001	 -3.9190500000000000e-001	 -1.1200000000000000e-003	  6.9435958000000000e+001	  3.2561000000000000e-002	  1.3300000000000000e-004	
 -4.1794915083744910e+003	  1.4960538835760920e+002	  1.1712900000000000e-001	  7.4920038000000010e+001	 -2.0191400000000000e-001	 -7.9600000000000000e-004	  7.0190873999999990e+001	  3.3280000000000000e-002	  1.3700000000000000e-004	
 -3.2059520376015760e+003	  2.4879246097871170e+002	  1.0930965850398870e-001	  7.4691984000000010e+001	 -5.8769300000000000e-001	 -2.2580000000000000e-003	  7.0043100999999990e+001	  3.4325000000000000e-002	  1.3500000000000000e-004	
 -2.2122202139796480e+003	  3.4044648213835360e+002	  1.0145798775598300e-001	  7.4701949000000000e+001	 -5.9743700000000000e-001	 -1.9340000000000000e-003	  7.0228858000000000e+001	  3.4517000000000000e-002	  1.3500000000000000e-004	
 -1.2210939810000000e+003	  4.2349489600000000e+002	  9.2084329251994340e-002	  7.4658923000000000e+001	 -5.8016500000000000e-001	 -1.6750000000000000e-003	  7.0371767000000010e+001	  3.4817000000000000e-002	  1.3500000000000000e-004	
 -2.2717407500000000e+002	  4.9336798400000000e+002	  7.8696000000000000e-002	  7.4721132000000000e+001	 -7.9943900000000000e-001	 -2.9540000000000000e-003	  6.9737204000000010e+001	  3.3241000000000000e-002	  1.3400000000000000e-004	
  7.4864584700000000e+002	  5.5143254700000000e+002	  6.4726000000000010e-002	  7.4718992000000000e+001	 -8.4618700000000000e-001	 -2.7750000000000000e-003	  7.0681088000000000e+001	  3.5925000000000000e-002	  1.3600000000000000e-004	
  7.3621149400000000e+002	  5.5462123600000000e+002	  5.9509300000000000e-001	  5.4003325000000000e+001	 -5.5355700000000000e-001	  5.6300000000000000e-003	  5.3624693000000000e+001	  1.0206000000000000e-002	  1.1800000000000000e-004	
