-410.396881 868.691284
-402.712067 872.522827
-392.387451 870.882874
-382.551392 870.034851
-374.855927 873.623352
-364.665100 871.673950
-358.969788 879.682800
-345.664612 870.201965
-342.609619 884.534973
-330.245361 876.667786
-242.104584 997.237976
-238.651062 1019.903931
-231.130188 1028.046387
-219.684753 1020.593994
-210.910828 1023.728760
-205.632553 1042.394531
-196.439743 1044.432373
-183.563904 1028.767212
-178.782791 1052.190552
-165.588531 1033.362305
-160.212860 1055.716064
-147.179825 1035.674927
-140.941254 1054.969116
-132.858124 1064.348999
-123.476501 1065.750977
-113.408722 1062.116943
-103.668701 1060.373291
-92.324722 1044.638672
-84.967361 1062.586792
-75.903473 1066.556030
-66.504753 1067.460938
-56.850052 1065.294189
-47.685394 1069.024658
-38.069984 1066.689819
-28.841595 1070.259888
-19.412346 1070.753906
-10.175415 1076.161987
-0.573212 1072.494873
8.874477 1072.742310
18.271606 1076.906860
27.774529 1072.989746
37.221100 1071.989746
46.754566 1078.906738
56.212776 1076.741211
65.756439 1078.492065
75.253937 1078.160400
84.748184 1077.745972
95.882538 1106.201904
103.920212 1079.661865
113.426476 1078.997314
123.340607 1083.232422
132.877274 1082.398193
144.510254 1102.374878
154.213165 1101.354980
164.494507 1105.215942
174.095245 1103.029541
185.420959 1113.641968
193.498718 1100.388916
204.399429 1106.848511
214.139099 1105.305786
224.542343 1107.620483
233.576202 1101.966064
246.070007 1114.905640
257.244049 1119.864746
268.317139 1123.734741
276.928680 1115.770264
288.067627 1119.446411
299.747650 1124.960327
309.641724 1122.584839
319.514740 1120.123291
335.476318 1140.784668
343.665924 1131.343384
359.042877 1147.833740
369.134308 1144.939941
384.099457 1158.237061
391.611816 1146.529175
402.910126 1147.161011
415.186188 1150.532227
422.084625 1137.679321
433.074127 1137.068237
448.813354 1149.528809
459.608459 1147.728149
473.238037 1153.308228
485.547546 1155.009888
498.290710 1157.513550
518.684814 1178.394165
529.810303 1175.950439
541.324829 1174.321899
558.084412 1184.481445
566.023804 1174.378906
572.571106 1161.504761
576.801697 1144.084717
1415.888916 1385.514282
1618.882080 1381.219727
1658.992188 1391.475220
1699.399658 1401.134766
1760.856445 1427.458984
1778.755493 1416.750610
1830.913696 1433.379517
1856.791138 1428.155273
1914.341064 1447.077271
1952.456909 1449.969116
2003.584473 1461.878540
2040.547119 1462.361084
2108.506104 1484.510620
2193.333496 1517.126221
2241.086914 1522.151367
2432.641357 1563.601562
2462.261719 1552.875244
2745.135498 1636.067627
2786.897461 1628.694336
5366.618652 -1266.018188
5355.454590 -1312.518677
2589.269287 -1718.378540
2531.281006 -1711.359375
2504.835693 -1725.120361
2511.007324 -1761.635620
2429.077881 -1735.289185
2413.124756 -1755.546143
2390.590088 -1770.869385
2343.293945 -1767.168457
2317.592773 -1779.307983
2302.065918 -1799.181519
2260.630127 -1798.263428
2184.537109 -1768.288208
2169.111572 -1787.001099
2160.392090 -1811.393677
2137.773193 -1824.019409
2082.767090 -1808.036011
2075.951172 -1833.849854
2048.113770 -1840.854736
2025.451416 -1852.265259
2009.298950 -1869.586548
1938.818481 -1834.903076
1904.913330 -1834.024292
1888.924683 -1850.294434
1872.794556 -1866.424561
1856.524292 -1882.413330
1848.413208 -1906.927856
1779.716675 -1867.345947
1762.084351 -1881.053711
1750.397217 -1901.257202
1734.493530 -1916.922729
1690.754761 -1900.877075
1670.274292 -1910.730591
1653.625122 -1924.950317
1633.015747 -1934.411255
1616.161499 -1948.304810
1592.301392 -1953.472046
1571.567627 -1962.297974
1533.656738 -1948.770752
1533.023804 -1983.288940
1496.600342 -1970.668091
1479.434692 -1983.369995
1446.968506 -1974.820557
1426.305664 -1982.189331
1408.472168 -1993.455688
1395.050781 -2011.173828
1363.646362 -2002.201172
1341.824219 -2007.051514
1309.740723 -1995.693115
1306.771484 -2029.598145
1281.731934 -2028.736206
1257.323730 -2028.447021
1236.595215 -2033.902100
1218.887817 -2044.332642
1189.180664 -2033.771362
1171.476196 -2043.788208
1146.469971 -2040.499146
1122.555176 -2038.691406
1104.810181 -2048.126465
1094.767456 -2072.519775
1063.675537 -2055.814697
1045.783325 -2064.735596
1041.716431 -2102.322021
1005.929993 -2073.966553
987.881592 -2082.382568
968.528198 -2087.905762
941.096497 -2074.942627
923.436890 -2083.711914
906.080078 -2093.251953
887.109985 -2098.945068
868.848206 -2106.322998
845.086121 -2099.561768
832.843506 -2122.470459
808.494507 -2113.424805
790.109253 -2120.116943
776.941467 -2141.752930
751.560059 -2128.282715
739.623840 -2154.420654
714.481506 -2140.509521
702.090881 -2166.435059
676.906860 -2151.129395
658.477539 -2157.631592
641.069519 -2167.824463
620.900879 -2168.229248
603.826782 -2180.051270
577.237244 -2154.907959
565.391785 -2187.748779
544.992065 -2186.476074
525.979492 -2190.865479
506.929230 -2195.088867
487.639313 -2198.166504
464.234863 -2180.477783
449.567780 -2206.759277
430.381744 -2210.315186
391.520966 -2099.378906
367.326782 -2065.913574
349.981506 -2072.710449
326.372925 -2036.806030
313.394531 -2073.973633
294.236664 -2067.418213
278.153137 -2085.513184
257.854431 -2067.696533
241.893036 -2089.484131
223.738373 -2091.232422
205.817596 -2095.811523
186.201019 -2078.296875
168.146088 -2079.559570
150.080841 -2080.664307
132.006653 -2081.611572
113.924866 -2082.400879
96.233871 -2096.026611
78.442154 -2115.498779
59.647835 -2083.822266
41.549507 -2083.980469
23.380692 -2099.980225
5.352173 -2083.822510
-13.245819 -2106.500977
-31.539261 -2106.021973
-49.827835 -2105.383301
-67.774292 -2097.593018
-86.384773 -2103.627441
-104.650360 -2102.510254
-124.165344 -2118.187012
-141.148819 -2099.797852
-160.293915 -2108.161133
-179.297577 -2113.363525
-196.882507 -2104.476807
-215.151306 -2102.395508
-234.915588 -2112.058594
-253.249115 -2109.644775
-270.843384 -2102.123047
-289.849457 -2104.338135
-309.560181 -2110.328125
-328.214447 -2109.234619
-346.163879 -2104.038574
-364.796204 -2102.619385
-383.237488 -2100.053467
-404.922516 -2112.989502
-439.383148 -2183.361816
-464.289917 -2205.495605
-1185.453247 -4328.536621
-1229.249023 -4338.864746
-1279.945801 -4370.780273
-1304.012939 -4314.275391
-1356.156982 -4348.163086
-1401.163818 -4357.722656
-1446.442871 -4366.825195
-1484.406738 -4353.753418
-1539.826660 -4389.291992
-1578.328735 -4376.342773
-1637.273682 -4417.292480
-1686.181152 -4429.581543
-1746.546265 -4469.214844
-1775.168457 -4428.530762
-1806.310547 -4395.065430
