-12571.640625    439.002869     0.478997 86.206897    0.000000    0.000000    86.206897    0.000000    0.000110
-12565.530339    433.384950     0.044450 53.897745    0.002516    -0.000475    53.898306    -0.000537    0.000102
-11573.074982    458.068162     0.025862 73.279956    -0.497874    -0.002895    61.069170    0.034105    0.000136
-10584.074253    466.382200     0.013060 74.618058    -0.766799    -0.002637    69.279965    0.035261    0.000134
-10582.005957    460.204043     -0.245279 46.075764    0.394277    -0.004903    43.630282    0.012325    0.000097
-9625.973347    199.906311     -0.258452 72.740261    -0.891558    -0.003115    61.997922    0.035457    0.000133
-9115.886377    169.973906     0.002128 58.757615    -0.144950    0.001511    55.636522    0.030874    0.000108
-8128.841501    150.819241     -0.012438 73.624878    -0.562572    -0.002719    67.303685    0.034832    0.000132
-7135.372534    120.843342     -0.027302 74.653226    -0.660605    -0.002444    69.567870    0.033851    0.000134
-6152.788630    82.298240     -0.037016 74.668145    -0.547545    -0.001633    70.311661    0.035054    0.000135
-5153.371684    36.371234     -0.044736 74.646413    -0.391905    -0.001120    69.435958    0.032561    0.000133
-4169.560026    150.774002     0.117129 74.920038    -0.201914    -0.000796    70.190874    0.033280    0.000137
-3186.075243    251.008998     0.105819 74.691984    -0.587693    -0.002258    70.043101    0.034325    0.000135
-2202.264810    341.389844     0.096222 74.701949    -0.597437    -0.001934    70.228858    0.034517    0.000135
-1221.093981    423.494896     0.090339 74.658923    -0.580165    -0.001675    70.371767    0.034817    0.000135
-227.174075    493.367984     0.078696 74.721132    -0.799439    -0.002954    69.737204    0.033241    0.000134
748.645847    551.432547     0.064726 74.718992    -0.846187    -0.002775    70.681088    0.035925    0.000136
736.211494    554.621236     0.595093 54.003325    -0.553557    0.005630    53.624693    0.010206    0.000118
1126.170350    1445.311038     1.630243 473.083993    55.623281    0.063932    379.465307    0.198504    0.000622
1044.205108    2926.427287     1.621513 966.399316    141.094429    0.057983    2675.739967    1.461626    0.001233
1123.269126    4436.186081     1.585665 97.752314    -1.016871    -0.028550    96.996825    0.007784    0.000194
1250.626308    4921.418621     1.323972 61.964156    -1.682616    -0.005810    57.796403    0.022562    0.000130
1505.294832    5882.538289     1.317476 73.800970    -0.890755    -0.001805    66.887825    0.034616    0.000134
1765.843410    6843.448203     1.309352 74.578963    -0.457445    -0.001299    69.283981    0.033482    0.000133
1947.195710    7822.886079     1.389000 74.694146    -0.264309    -0.000711    69.505545    0.033007    0.000134
2246.436923    9295.092663     1.374501 85.155183    -0.595632    -0.003798    81.986511    0.024994    0.000167
2572.770122    10726.204321     1.350729 85.533466    -1.216881    -0.006577    84.481329    0.030662    0.000172
2357.562408    11687.019905     1.789159 77.001786    0.322343    0.001573    74.996008    0.030086    0.000154
2152.916892    12656.564027     1.863370 74.924052    0.643050    -0.000649    70.611168    0.034126    0.000137
2209.167157    13043.987419     1.077324 67.937227    -1.172559    -0.007972    66.035778    0.009542    0.000148
2527.308072    13279.498312     0.291259 67.314916    -0.865753    -0.006347    64.021936    0.006675    0.000153
2920.743674    13221.539630     -0.497645 67.061839    -0.675975    -0.005758    63.851755    0.006409    0.000154
3424.014913    12740.124876     -1.551475 400.306925    -38.889795    -0.084559    297.441502    0.109056    0.000539
3398.545615    11694.917143     -1.581204 86.283351    -1.990090    -0.007422    83.137963    0.019154    0.000158
3379.955777    10699.807312     -1.420760 75.669126    0.791212    0.000015    70.293652    0.032083    0.000141
3518.655466    9719.992318     -1.429440 74.729657    -0.274366    -0.001371    70.036574    0.034384    0.000135
3720.741212    8036.926435     -1.457478 87.813669    -0.642816    -0.005209    86.071432    0.022216    0.000180
4477.775387    6757.718260     -1.037023 85.965505    -0.283294    -0.002477    84.787957    0.024573    0.000180
4638.309940    5777.302027     -1.400912 76.656711    -1.087078    -0.004345    73.123606    0.030450    0.000149
4611.488920    4781.980268     -1.589018 75.209357    -1.165454    -0.003975    70.347980    0.032589    0.000138
4577.832346    3299.199997     -1.597398 570.241981    -8.800442    -0.005048    806.892790    0.577343    0.000749
4481.868380    1813.050499     -1.617625 91.859748    -0.903235    -0.009006    95.097051    0.016251    0.000184
4285.848612    937.826343     -2.155478 77.282708    -3.335374    -0.007643    70.540928    0.023565    0.000158
4271.821291    939.246424     -2.678154 55.014395    0.410519    -0.005832    52.940522    0.003270    0.000126
3385.674136    501.286518     -2.855484 285.549061    -26.707698    -0.027811    248.634244    0.225855    0.000405
2402.971536    392.494113     -3.035254 519.482599    -87.879930    -0.069315    1137.356045    0.718208    0.000684
1418.664319    289.483074     -3.127584 792.205181    -399.756141    -0.196231    3245.350560    1.483600    0.000958
1.731992    405.375190     3.103946 95.625483    -3.911299    -0.024377    100.107299    0.024719    0.000197
-1535.268124    472.004861     3.095009 85.498011    -0.640379    -0.000262    82.256686    0.017929    0.000166
-3066.238067    558.990467     3.082186 85.317565    -0.213359    -0.001630    80.951507    0.019753    0.000165
-4493.219864    406.767658     -3.039299 85.398109    -0.202684    -0.000938    86.596678    0.036708    0.000177
-5989.729956    269.792850     -3.048798 85.321108    -0.328491    -0.001913    83.541967    0.024062    0.000168
-7498.661266    163.124078     3.048627 85.683276    -1.630203    -0.003747    81.978262    0.022114    0.000169
-9008.721258    346.234267     2.688341 86.455107    -2.385557    -0.003232    81.050750    0.019071    0.000172
