-12571.640625	439.002869	0.479442
-12560.708008	429.326111	0.045572
-11571.042969	449.905670	0.028722
-10584.047852	459.291138	0.021913
-10579.689453	451.225861	-0.236575
-9628.035156	189.958496	-0.247655
-9119.151367	164.271790	0.010137
-8129.405273	142.255173	-0.002834
-7134.041992	115.349579	-0.023313
-6154.753418	77.997414	-0.031095
-5149.334961	32.694050	-0.038960
-4168.684570	146.938980	0.124435
-3185.361328	244.604736	0.114870
-2202.309326	335.884277	0.104242
-1221.894653	417.313538	0.102678
-224.226700	484.635590	0.092155
745.094788	543.932739	0.073899
725.948547	556.749756	0.602507
1214.801392	1444.402344	1.626461
1157.762451	2944.753906	1.613706
1126.880493	4435.928711	1.600020
1256.731689	4924.771484	1.333556
1512.120850	5882.920410	1.329070
1770.390869	6845.031738	1.315403
1951.252075	7824.838867	1.396810
2251.902832	9297.172852	1.383725
2578.250732	10722.065430	1.360111
2356.887939	11685.473633	1.792299
2155.620850	12657.970703	1.865992
2218.047852	13049.744141	1.085007
2538.891846	13278.032227	0.296989
2929.476562	13212.716797	-0.494750
3410.086914	12677.704102	-1.560906
3394.298340	11686.660156	-1.576613
3377.712891	10697.326172	-1.418174
3514.870850	9719.125977	-1.423575
3718.048096	8034.646484	-1.455454
4476.255859	6756.089844	-1.034111
4631.035156	5775.043945	-1.393850
4602.680176	4780.056152	-1.579185
4561.110352	3342.082031	-1.760717
4479.555176	1813.035767	-1.609895
4277.737305	939.053833	-2.146993
4260.717285	941.205261	-2.676135
3369.316650	543.684326	-2.843508
2606.105957	437.901520	-3.051499
1566.113770	359.878143	3.135952
8.129271	407.009979	3.106282
-1544.545654	472.540955	3.095841
-3074.820801	561.015747	3.083664
-4485.074707	408.446106	-3.038127
-5993.284180	272.000244	-3.043233
-7503.400391	167.261063	3.054663
-9013.642578	351.449646	2.693525
