-11296.727539	1437.933228	-10858.753906	1435.484009
-10049.569336	1435.467163	-8107.919922	1462.920044
-8107.919922	1462.920044	-8101.069824	811.004028
-8101.069824	811.004028	-7285.319824	830.997986
-7285.319824	830.997986	-7293.240234	1457.280029
-7293.240234	1457.280029	-1198.327759	1446.883545
-1198.327759	1446.883545	-1188.327759	1222.507202
-1188.327759	1222.507202	-620.557251	1222.208130
-620.557251	1222.208130	-637.725769	1011.451599
-637.725769	1011.451599	-442.007019	1032.120117
-11296.137695	-922.308350	-8190.245605	-921.583618
-8190.245605	-921.583618	-5094.485840	-919.694092
-5094.485840	-919.694092	-2484.433838	-923.185425
-633.427002	-213.434006	-614.427002	-907.333008
-614.427002	-907.333008	-1764.775757	-925.588684
-442.007019	1032.120117	-442.006989	1094.689941
-286.389709	1094.687500	-273.389618	1792.382690
-585.456421	4051.564209	-613.800964	7817.921875
-613.800964	7817.921875	-225.337936	7824.064453
-225.337936	7824.064453	-215.162109	8008.385742
-215.162109	8008.385742	284.898438	8025.468750
1379.927490	8256.122070	1369.510864	8385.669922
2616.163330	8258.243164	2727.271484	8260.143555
2727.271484	8260.143555	2802.458008	995.441833
2949.709961	995.442017	2802.458008	995.441833
2953.769531	-214.663132	2810.360107	-214.662994
1369.510864	8385.669922	1226.888672	8373.417969
1226.888672	8373.417969	1234.981812	10131.091797
1229.144287	10912.676758	1221.678223	13400.976562
1222.505737	14184.833984	1210.671997	15452.117188
4479.339355	15457.138672	4457.126953	14193.576172
4461.559570	13410.151367	4484.189453	8379.329102
4484.189453	8379.329102	4270.450195	8391.669922
-14387.099609	-931.205994	-11296.137695	-922.308350
5987.151855	1681.833862	5142.756348	1718.300781
5142.756348	1718.300781	5121.055176	1329.797241
4490.619141	-601.484924	2972.119385	-631.845764
2972.119385	-631.845764	2953.769531	-214.663132
3010.263916	8388.785156	2628.389893	8387.703125
2628.389893	8387.703125	2616.163330	8258.243164
-14127.200195	1451.270020	-12110.159180	1433.849976
-14127.200195	831.270020	-14127.200195	1451.270020
-14377.200195	831.270020	-14127.200195	831.270020
-14377.200195	649.270020	-14377.200195	831.270020
-14387.099609	-931.205994	-14387.099609	-587.205994
-633.427002	-213.434006	-469.427002	-225.434006
-469.427002	-225.434006	-469.427002	-1687.218018
1264.219971	-1687.218018	1264.219971	-687.218018
1264.219971	-687.218018	2798.979980	-684.580017
2798.979980	-684.580017	2810.360107	-214.662994
4490.619141	-601.484924	4490.620117	-1601.484985
6200.620117	-1601.484985	6200.620117	-601.484985
5121.055176	1329.797241	5970.268066	1293.121948
5970.268066	1293.121948	5987.151855	1681.833862
6011.742188	1802.322998	6198.740234	1802.319946
6198.740234	1802.319946	6203.450195	8259.669922
4270.450195	8259.669922	6203.450195	8259.669922
4270.450195	8391.669922	4270.450195	8259.669922
2872.270020	8260.139648	2949.709961	995.442017
284.898438	8025.468750	284.898010	8292.469727
284.898010	8292.469727	1379.927490	8256.122070
210.669998	15452.099609	1210.671997	15452.117188
4479.339355	15457.138672	5479.339844	15457.099609
2872.270020	8260.139648	3010.260010	8260.139648
3010.260010	8260.139648	3010.263916	8388.785156
-580.182129	3253.345703	-580.182007	1792.380005
-580.182007	1792.380005	-273.389618	1792.382690
-442.006989	1094.689941	-286.389709	1094.687500
