-12571.640625	439.002869	0.478746
-12571.179688	438.115631	0.043636
-11584.236328	477.857147	0.038046
-10596.334961	513.588379	0.032466
-10596.334961	513.588379	-0.226894
-9634.254883	286.811951	-0.231954
-9119.279297	276.160767	0.029846
-8131.663574	301.600342	0.023736
-7142.627930	322.142334	0.018146
-6154.409180	337.751465	0.012216
-5166.545898	347.540497	0.006106
-4192.404297	518.129761	0.168426
-3218.156250	682.011658	0.162316
-2241.566895	839.221497	0.156726
-1265.332642	990.611267	0.150796
-287.679321	1137.103394	0.145036
690.967224	1277.349487	0.138226
690.967224	1277.349487	0.662532
1020.018372	2192.292969	1.697682
838.430847	3664.519043	1.688952
669.796814	5137.844238	1.681102
743.935120	5626.091797	1.417552
897.144592	6601.770020	1.412142
1056.635498	7576.205566	1.406562
1136.348633	8561.009766	1.485272
1270.007446	10038.215820	1.475672
1416.229004	11512.935547	1.466771
1096.406860	12448.939453	1.897352
781.482300	13386.361328	1.976232
777.323975	13762.896484	1.190142
1043.225952	14031.879883	0.404216
1420.683716	14034.263672	-0.382054
1976.119751	13614.105469	-1.435884
2106.996582	12633.969727	-1.441464
2231.166260	11653.727539	-1.278104
2514.931152	10706.867188	-1.284214
2981.446045	9091.990234	-1.296254
3941.681641	7962.594727	-0.870394
4282.407227	7034.078125	-1.222604
4452.535156	6060.823730	-1.400104
4697.932129	4598.103516	-1.408484
4931.724121	3133.858154	-1.417384
4937.723633	2244.333984	-1.948134
4936.835938	2243.872803	-2.469464
4160.651367	1631.824463	-2.646794
3221.809814	1321.797485	-2.826564
2280.200684	1017.093994	-2.918894
832.983215	696.353455	-2.927794
-617.995239	387.182495	-2.936344
-2070.959961	90.503723	-2.944024
-3455.804932	-441.257294	-2.779963
-4844.872070	-960.561462	-2.788334
-6239.048340	-1467.870117	-2.965834
-7701.236816	-1718.625854	2.963392
